	Phrase	new_sent
138832	tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo	0
109612	a praiseworthy attempt to generate suspense rather than gross out the audience	1
19592	is as lax and limp a comedy as I 've seen in a while , a meander through worn-out material .	0
8197	Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .	0
95172	struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .	0
13811	a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics	1
109252	someone other than the director got into the editing room and tried to improve things by making the movie go faster	0
29551	, I 'd rather watch them on the Animal Planet .	0
61723	is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .	0
64861	I Spy has all the same problems the majority of action comedies have .	0
33770	its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity	0
96790	The story is lacking any real emotional impact , and the plot is both contrived and cliched .	0
112197	The metaphors are provocative , but too often , the viewer is left puzzled by the mechanics of the delivery .	0
23664	A clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...	0
141740	managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu	1
77571	the movie , as opposed to the manifesto , is really , really stupid .	0
66741	Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs	1
104203	is delivered with such conviction that it 's hard not to be carried away	1
115979	he does not give the transcendent performance SONNY needs to overcome gaps in character development and story logic	0
72219	one of those films that possesses all the good intentions in the world , but	1
86085	's plenty of evidence here to indicate Clooney might have better luck next time	0
63135	to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor	1
60849	human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film	1
101265	deserve to hear the full story of Jonah 's despair -- in all its agonizing , Catch-22 glory -- even if they spend years trying to comprehend it .	0
44630	is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable	1
8853	Once the expectation of laughter has been quashed by whatever obscenity is at hand	0
55073	Pull -LRB- s -RRB- off the rare trick of recreating not only	1
81293	captures that perverse element of the Kafkaesque where identity , overnight , is robbed and replaced with a persecuted `` other . ''	1
107092	As the Mediterranean sparkles , ` Swept Away ' sinks .	0
98733	Rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and Christian love in the face of political corruption	1
105545	may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .	1
11304	director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time	0
151584	've never seen the deep like you see it in these harrowing surf shots	1
2776	One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .	1
23710	preserves Tosca 's intoxicating ardor through his use of the camera	1
87028	A few zingers aside , the writing is indifferent , and Jordan Brady 's direction is prosaic .	0
16632	Pretend like your SAT scores are below 120 and you might not notice the flaws	0
32167	One of the best looking and stylish animated movies in quite a while ...	1
76069	but it 's difficult to shrug off the annoyance of that chatty fish	0
38383	The movie 's major and most devastating flaw is its reliance on formula , though , and	0
47951	If you can get past the taboo subject matter , it will be well worth your time .	1
11821	reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled ,	1
95630	While the story 's undeniably hard to follow , Iwai 's gorgeous visuals seduce .	1
141383	The film is small in scope , yet perfectly formed .	1
118871	slovenly life in this self-deprecating , biting and witty feature written by Charlie Kaufman and his twin brother , Donald , and directed by Spike Jonze	1
132576	is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .	1
58769	Heartwarming and gently comic even as the film breaks your heart	1
69450	is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie	0
90755	's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .	1
58010	The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .	1
96914	he 'll go to weave a protective cocoon around his own ego	0
101171	Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies	0
16838	I think even fans of Sandler 's comic taste may find it uninteresting	0
116971	you 'd do well to check this one out because it 's straight up Twin Peaks action ...	1
